id,fonte,codigo,nome,municipio,rio,bacia,lat,lon,tipo,automatica,cota_atencao_cm,cota_alerta_cm,cota_inundacao_cm,nivel_cm,vazao_m3s,chuva_1h,chuva_24h,chuva_72h,medido_em,situacao,cor,observacao,url_origem,atualizado_em
SACE_taquari_12,SACE/SGB,2851072,Ibiraiaras,Ibiraiaras,,Bacia do Taquari-Antas,-28.37277,-51.63277,PLUVIOMETRICA,1,,,,,,0.0,0.0,0.2,2026-08-24 16:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=taquari&pm=12&s=&sr=62,2026-08-24 19:45:51
SACE_uruguai_37,SACE/SGB,7410000,Iraí,Iraí,Uruguai,Bacia do Rio Uruguai,-27.19027,-53.26527,FLUVIOMETRICA,1,500.0,600.0,800.0,278.0,,0.0,0.0,0.2,2026-08-24 15:00:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=37&s=188&sr=189,2026-08-24 19:45:51
ANA_74100000,ANA telemetria,74100000,Iraí,Iraí,Rio Uruguai,Não catalogada (ANA),-27.1756,-53.2297,FLUVIOMETRICA,1,,,,278.0,1890.52,0.0,0.0,0.2,2026-08-24 12:00:00,Sem cota de referência publicada,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=74100000&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_uruguai_36,SACE/SGB,7432900,Itapiranga,Itapiranga,Uruguai,Bacia do Rio Uruguai,-27.17198,-53.70977,FLUVIOMETRICA,1,500.0,600.0,730.0,213.0,,0.0,0.0,0.0,2026-08-24 15:15:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=36&s=279&sr=280,2026-08-24 19:45:51
SACE_uruguai_32,SACE/SGB,7590000,Itaqui,Itaqui,Uruguai,Bacia do Rio Uruguai,-29.11805,-56.55777,FLUVIOMETRICA,1,630.0,730.0,830.0,475.0,,0.0,0.0,0.0,2026-08-24 15:15:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=32&s=190&sr=191,2026-08-24 19:45:51
ANA_75900000,ANA telemetria,75900000,Itaqui,Itaqui,Rio Uruguai,Não catalogada (ANA),-29.1175,-56.5544,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=75900000&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_taquari_55,SACE/SGB,8656000,Linha Colombo,Linha Colombo,Guaporé,Bacia do Taquari-Antas,-28.9122,-51.9531,FLUVIOMETRICA,1,400.0,700.0,1250.0,118.0,,0.0,0.0,0.0,2026-08-24 12:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=taquari&pm=55&s=100&sr=101,2026-08-24 19:45:51
SACE_guaiba_68,SACE/SGB,86560000,Linha Colombo,Ibiraiaras,,Bacia do Guaíba,-28.38111,-51.63305,PLUVIOMETRICA,1,,,,,,0.0,0.0,0.2,2026-08-24 16:30:00,Sem Informação,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=guaiba&pm=68&s=&sr=72,2026-08-24 19:45:51
SACE_cai_112,SACE/SGB,871500,Linha Gonzaga,Linha Gonzaga,Caí,Bacia do Rio Caí,-29.30556,-50.99667,FLUVIOMETRICA,1,,,,109.0,,0.0,0.0,0.0,2026-08-24 12:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=cai&pm=112&s=150&sr=149,2026-08-24 19:45:51
SACE_taquari_4,SACE/SGB,8647200,Linha José Júlio,Linha José Júlio,das Antas,Bacia do Taquari-Antas,-29.09807,-51.69956,FLUVIOMETRICA,1,650.0,1000.0,2450.0,344.0,,0.0,0.0,0.0,2026-08-24 15:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=taquari&pm=4&s=7&sr=102,2026-08-24 19:45:51
SACE_cai_116,SACE/SGB,,MRW - Morro Reuter,Morro Reuter,,Bacia do Rio Caí,-29.52901,-51.0367,PLUVIOMETRICA,1,,,,,,0.0,0.2,0.2,2026-08-24 16:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=cai&pm=116&s=&sr=154,2026-08-24 19:45:51
SACE_uruguai_30,SACE/SGB,7656000,Manoel Viana,Manoel Viana,Ibicuí,Bacia do Rio Uruguai,-29.59555,-55.48083,FLUVIOMETRICA,1,760.0,860.0,960.0,527.0,,0.0,0.0,0.2,2026-08-24 15:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=30&s=196&sr=199,2026-08-24 19:45:51
SACE_taquari_3,SACE/SGB,8651000,Muçum,Muçum,Taquari,Bacia do Taquari-Antas,-29.16694,-51.86722,FLUVIOMETRICA,1,500.0,900.0,1800.0,258.0,,0.0,0.0,0.0,2026-08-24 15:15:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=taquari&pm=3&s=5&sr=6,2026-08-24 19:45:51
SACE_cai_111,SACE/SGB,871600,Nova Palmira,Nova Palmira,Caí,Bacia do Rio Caí,-29.33534,-51.18888,FLUVIOMETRICA,1,200.0,300.0,470.0,160.0,,0.0,0.0,0.0,2026-08-24 12:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=cai&pm=111&s=148&sr=147,2026-08-24 19:45:51
ANA_87510020,ANA telemetria,87510020,Palmares Do Sul,Palmares Do Sul,Rio Palmares,Não catalogada (ANA),-30.2658,-50.5164,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=87510020&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_02751066,ANA telemetria,02751066,Parque De Eventos Pinhal Da Serra,Pinhal Da Serra,,Não catalogada (ANA),-27.8792,-51.1769,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=02751066&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_75831000,ANA telemetria,75831000,Passo Butuí Br 472 S. Borja,São Borja,Rio Butuí,Não catalogada (ANA),-28.8531,-56.0861,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=75831000&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_taquari_54,SACE/SGB,8650000,Passo Carreiro,Passo Carreiro,Carreiro,Bacia do Taquari-Antas,-28.84888,-51.8325,FLUVIOMETRICA,1,400.0,500.0,800.0,132.0,,0.0,0.0,0.0,2026-08-24 15:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=taquari&pm=54&s=95&sr=96,2026-08-24 19:45:51
ANA_87920500,ANA telemetria,87920500,Passo Do Candombe,São Lourenço Do Sul,Arroio São Lourenço,Não catalogada (ANA),-31.29,-52.1175,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=87920500&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_87905000,ANA telemetria,87905000,Passo Do Mendonça,Cristal,Rio Camaquã,Não catalogada (ANA),-31.0119,-52.0525,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=87905000&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_75500001,ANA telemetria,75500001,Passo Do Sarmento,Santo Antônio Das Missões,Rio Piratini,Não catalogada (ANA),-28.2119,-55.3197,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=75500001&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_uruguai_58,SACE/SGB,7680000,Passo Mariano Pinto,Passo Mariano Pinto,,Bacia do Rio Uruguai,-29.30833,-56.05472,FLUVIOMETRICA,1,750.0,900.0,1050.0,514.0,,0.0,0.0,0.2,2026-08-24 15:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=58&s=233&sr=236,2026-08-24 19:45:51
SACE_cai_107,SACE/SGB,872700,Passo Montenegro,Passo Montenegro,Caí,Bacia do Rio Caí,-29.70109,-51.4402,FLUVIOMETRICA,1,300.0,400.0,600.0,210.0,,0.0,0.0,0.0,2026-08-24 12:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=cai&pm=107&s=137&sr=138,2026-08-24 19:45:51
SACE_uruguai_33,SACE/SGB,7578000,Passo São Borja,Passo São Borja,Uruguai,Bacia do Rio Uruguai,-28.63,-56.03944,FLUVIOMETRICA,1,700.0,800.0,900.0,410.0,,0.0,0.0,0.0,2026-08-24 14:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=33&s=202&sr=203,2026-08-24 19:45:51
ANA_75780000,ANA telemetria,75780000,Passo São Borja,São Borja,Rio Uruguai,Não catalogada (ANA),-28.6244,-56.0369,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=75780000&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_guaiba_58,SACE/SGB,85642000,Passo São Lourenço,Passo São Lourenço,,Bacia do Guaíba,-30.00777,-53.01555,FLUVIOMETRICA,1,700.0,800.0,900.0,318.0,,0.0,0.0,0.0,2026-08-24 15:00:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=guaiba&pm=58&s=65&sr=66,2026-08-24 19:45:51
ANA_03154015,ANA telemetria,03154015,Passo São Luis,Bagé,Rio Negro,Não catalogada (ANA),-31.5119,-54.5114,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=03154015&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_taquari_8,SACE/SGB,8616000,Passo Tainhas,Passo Tainhas,Tainhas,Bacia do Taquari-Antas,-28.88269,-50.39594,FLUVIOMETRICA,1,300.0,500.0,1050.0,92.0,,0.0,0.0,0.0,2026-08-24 14:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=taquari&pm=8&s=9&sr=10,2026-08-24 19:45:51
SACE_guaiba_53,SACE/SGB,86160000,Passo Tainhas,Passo Tainhas,,Bacia do Guaíba,-28.86805,-50.45611,FLUVIOMETRICA,1,300.0,500.0,1050.0,92.0,,0.0,0.0,0.0,2026-08-24 14:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=guaiba&pm=53&s=61&sr=62,2026-08-24 19:45:51
SACE_guaiba_18,SACE/SGB,8739900,Passo das Canoas Auxiliar,Passo das Canoas Auxiliar,Gravataí,Bacia do Guaíba,-29.96444,-50.97777,FLUVIOMETRICA,1,,,475.0,376.0,,0.0,0.0,0.0,2026-08-24 12:15:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=guaiba&pm=18&s=7&sr=8,2026-08-24 19:45:51
SACE_cai_142,SACE/SGB,8730000,Passo do Caí,Passo do Caí,Caí,Bacia do Rio Caí,-29.86464,-51.36369,FLUVIOMETRICA,1,,,,205.0,,0.0,0.0,0.0,2026-08-23 07:15:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=cai&pm=142&s=216&sr=215,2026-08-24 19:45:51
SACE_uruguai_70,SACE/SGB,7674200,Passo do Osório,Passo do Osório,,Bacia do Rio Uruguai,-29.9511,-55.6003,FLUVIOMETRICA,1,760.0,860.0,960.0,389.0,,0.0,1.0,34.0,2026-08-24 14:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=70&s=302&sr=306,2026-08-24 19:45:51
SACE_uruguai_71,SACE/SGB,7670000,Passo dos Britos,Passo dos Britos,Ibirapuitã,Bacia do Rio Uruguai,-29.9731,-55.7478,FLUVIOMETRICA,1,,,,824.0,,0.0,0.2,0.4,2026-08-24 15:45:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=71&s=315&sr=314,2026-08-24 19:45:51
ANA_86497400,ANA telemetria,86497400,Pch Autódromo Barramento,Guaporé,Rio Carreiro,Não catalogada (ANA),-28.8289,-51.8419,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=86497400&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_86504900,ANA telemetria,86504900,Pch Autódromo Jusante,Vista Alegre Do Prata,Rio Carreiro,Não catalogada (ANA),-28.8817,-51.7897,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=86504900&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_74465000,ANA telemetria,74465000,Pch Carlos Gonzatto Jusante,Campo Novo,Rio Turvo,Não catalogada (ANA),-27.6231,-53.8008,FLUVIOMETRICA,1,,,,150.0,22.24,0.0,0.2,0.6,2026-08-24 15:00:00,Sem cota de referência publicada,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=74465000&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_86200900,ANA telemetria,86200900,Pch Criúva Barramento,Caxias Do Sul,Lajeado Grande,Não catalogada (ANA),-28.9653,-50.7989,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=86200900&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_72480070,ANA telemetria,72480070,Pch Forquilha Alça,Maximiliano De Almeida,Rio Forquilha Ou Inhanduva,Não catalogada (ANA),-27.6583,-51.7428,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=72480070&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_72451000,ANA telemetria,72451000,Pch Forquilha Iv Barramento,Maximiliano De Almeida,Rio Forquilha Ou Inhanduva,Não catalogada (ANA),-27.6147,-51.7508,FLUVIOMETRICA,1,,,,,,0.0,0.0,0.0,2026-08-24 16:00:00,Sem cota de referência publicada,gray,"nivel_cm=49874 fora da faixa [0, 5000]",https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=72451000&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_72450500,ANA telemetria,72450500,Pch Forquilha Iv Montante,Paim Filho,Rio Forquilha Ou Inhanduva,Não catalogada (ANA),-27.7125,-51.7519,FLUVIOMETRICA,1,,,,150.0,45.97,,,,2026-08-24 16:00:00,Sem cota de referência publicada,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=72450500&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_76069900,ANA telemetria,76069900,Pch Quebra Dentes Barramento,Quevedos,Rio Toropi,Não catalogada (ANA),-29.3642,-54.0117,FLUVIOMETRICA,1,,,,,21.98,,,,2026-08-24 16:00:00,Sem cota de referência publicada,gray,"nivel_cm=29909 fora da faixa [0, 5000]",https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=76069900&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_75185200,ANA telemetria,75185200,Pch Sede Ii Barramento,Ijuí,Rio Potiribu,Não catalogada (ANA),-28.3711,-53.8792,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=75185200&dataInicio=&dataFim=,2026-08-24 19:45:51
ANA_75175100,ANA telemetria,75175100,Pch Sede Ii Montante,Ijuí,Rio Potiribu,Não catalogada (ANA),-28.4008,-53.8283,FLUVIOMETRICA,1,,,,77.0,29.09,0.0,0.0,0.2,2026-08-24 16:02:00,Sem cota de referência publicada,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=75175100&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_uruguai_60,SACE/SGB,7630000,Ponte Ibicuí da Armada,Ponte Ibicuí da Armada,Ibicuí da Armada,Bacia do Rio Uruguai,-30.28083,-54.90361,FLUVIOMETRICA,1,400.0,500.0,590.0,493.0,,0.0,0.0,0.0,2026-08-24 14:45:00,Cota de Atenção,gold,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=60&s=249&sr=250,2026-08-24 19:45:51
SACE_uruguai_35,SACE/SGB,7480000,Porto Lucena,Porto Lucena,Uruguai,Bacia do Rio Uruguai,-27.85444,-55.0225,FLUVIOMETRICA,1,800.0,900.0,1000.0,169.0,,0.0,0.2,0.4,2026-08-24 15:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=35&s=206&sr=207,2026-08-24 19:45:51
ANA_74800000,ANA telemetria,74800000,Porto Lucena,Porto Lucena,Rio Uruguai,Não catalogada (ANA),-27.8525,-55.0256,FLUVIOMETRICA,1,,,,166.0,2340.26,0.0,0.2,0.4,2026-08-24 12:30:00,Sem cota de referência publicada,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=74800000&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_taquari_6,SACE/SGB,8689500,Porto Mariante,Porto Mariante,,Bacia do Taquari-Antas,-29.69958,-51.9665,FLUVIOMETRICA,1,700.0,1100.0,1400.0,361.0,,0.0,0.0,0.0,2026-08-24 15:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=taquari&pm=6&s=47&sr=45,2026-08-24 19:45:51
SACE_guaiba_39,SACE/SGB,86895000,Porto Mariante,Porto Mariante,,Bacia do Guaíba,-29.69222,-51.97,FLUVIOMETRICA,1,700.0,1100.0,1400.0,361.0,,0.0,0.0,0.0,2026-08-24 15:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=guaiba&pm=39&s=41&sr=42,2026-08-24 19:45:51
SACE_uruguai_56,SACE/SGB,7472000,Porto Mauá,Porto Mauá,Uruguai,Bacia do Rio Uruguai,-27.578,-54.683,FLUVIOMETRICA,1,800.0,950.0,1050.0,328.0,,0.0,17.0,31.0,2026-08-24 15:30:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=56&s=211&sr=208,2026-08-24 19:45:51
ANA_75650010,ANA telemetria,75650010,Prop. Rural Itacurubi (Cprm),Itacurubi,Rio Icamaquã,Não catalogada (ANA),-28.7425,-55.1625,PLUVIOMETRICA,1,,,,,,,,,,Sem transmissão recente,gray,,https://telemetriaws1.ana.gov.br/ServiceANA.asmx/DadosHidrometeorologicos?codEstacao=75650010&dataInicio=&dataFim=,2026-08-24 19:45:51
SACE_uruguai_27,SACE/SGB,7750000,Quaraí,Quaraí,Quaraí,Bacia do Rio Uruguai,-30.38444,-56.46583,FLUVIOMETRICA,1,600.0,750.0,950.0,300.0,,0.0,0.0,0.0,2026-08-24 15:00:00,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=27&s=174&sr=175,2026-08-24 19:45:51
SACE_uruguai_66,SACE/SGB,,RBO - Rio Bonito,RBO - Rio Bonito,,Bacia do Rio Uruguai,-27.7022,-49.84,PLUVIOMETRICA,1,,,,,,,0.0,,,Normal,green,,https://www.sgb.gov.br/sace/sace_nivel/relatorio.php?apenas_grafico=sim&bacia=uruguai&pm=66&s=309&sr=310,2026-08-24 19:45:51
