id,nome,municipio,fonte,tipo,lat,lon,rio,bacia,bacia_oficial,area_drenagem_km2,nivel_cm,medido_em,chuva_24h,chuva_72h,vazao_m3s,origem_vazao,cota_atencao_cm,cota_alerta_cm,cota_inundacao_cm,situacao,cor,observacao
ANA_86060010,Cgh Cambará Barramento,Cambará Do Sul,ANA telemetria,PLUVIOMETRICA,-28.9489,-50.0556,Arroio Arcada,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86095100,Bom Jesus/Jaquirana,Jaquirana,ANA telemetria,FLUVIOMETRICA,-28.7986,-50.4297,Rio Das Antas,Não catalogada (ANA),,,,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,"nivel_cm=60088 fora da faixa [0, 5000]"
ANA_86099000,Pch Pezzi Montante,Bom Jesus,ANA telemetria,PLUVIOMETRICA,-28.8047,-50.4936,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86100600,Pch Pezzi Arroio Pinheiro Alto,Bom Jesus,ANA telemetria,FLUVIOMETRICA,-28.7575,-50.5211,Arroio Pinheiro Alto,Não catalogada (ANA),,,56.0,2026-08-24 17:00:00,0.0,0.0,3.54,medida,,,,Sem cota de referência publicada,gray,
ANA_86100800,Pch Pezzi Barramento,Bom Jesus,ANA telemetria,PLUVIOMETRICA,-28.7922,-50.5647,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86101000,Pch Passo Do Meio Montante,Jaquirana,ANA telemetria,PLUVIOMETRICA,-28.7883,-50.5611,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86102000,Pch Passo Do Meio Montante Tainhas,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-28.8644,-50.5622,Rio Tainhas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86109000,Pch Passo Do Meio Barramento,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-28.8067,-50.6128,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86110000,Pch Passo Do Meio Jusante,São Francisco De Paula,ANA telemetria,FLUVIOMETRICA,-28.8161,-50.6214,Rio Das Antas,Não catalogada (ANA),,,171.0,2026-08-24 17:00:00,0.0,0.0,81.22,medida,,,,Sem cota de referência publicada,gray,
ANA_86117000,Pch Serra Dos Cavalinhos I Arroio Do Governador,Vila Maria,ANA telemetria,PLUVIOMETRICA,-28.79,-50.6789,Arroio Do Governador,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86118000,Pch Serra Dos Cavalinhos I Barramento,Monte Alegre Dos Campos,ANA telemetria,FLUVIOMETRICA,-28.7964,-50.7294,Rio Das Antas,Não catalogada (ANA),,,,2026-08-24 17:00:00,,,88.38,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=47707 fora da faixa [0, 5000]"
ANA_86120050,São Francisco De Paula-Cambará Do Sul,Cambará Do Sul,ANA telemetria,PLUVIOMETRICA,-29.2647,-50.3147,Rio Tainhas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86125000,Cgh Trabuco Jusante,Campestre Da Serra,ANA telemetria,FLUVIOMETRICA,-28.6022,-51.2344,Arroio Trabuco,Não catalogada (ANA),,,74.75,2026-08-24 00:59:00,0.0,0.2,3.14,medida,,,,Sem cota de referência publicada,gray,
ANA_86125050,Pch Morro Grande Montante,Muitos Capões,ANA telemetria,PLUVIOMETRICA,-28.5486,-51.3017,Rio Ituim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86125100,Pch Morro Grande Barramento,Muitos Capões,ANA telemetria,PLUVIOMETRICA,-28.5589,-51.3111,Rio Ituim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86125120,Pch Morro Grande Jusante 1,Muitos Capões,ANA telemetria,PLUVIOMETRICA,-28.5719,-51.3111,Rio Ituim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86125130,Pch Morro Grande Jusante 2,Muitos Capões,ANA telemetria,PLUVIOMETRICA,-28.5919,-51.3247,Rio Ituim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86125160,Pch Saltinho Barramento,Muitos Capões,ANA telemetria,PLUVIOMETRICA,-28.6114,-51.3422,Rio Ituim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86125165,Pch Saltinho Alça,Muitos Capões,ANA telemetria,FLUVIOMETRICA,-28.6111,-51.3486,Rio Ituim,Não catalogada (ANA),,,204.88,2026-08-24 16:00:00,,,10.91,medida,,,,Sem cota de referência publicada,gray,
ANA_86125200,Pch Saltinho Jusante,Muitos Capões,ANA telemetria,PLUVIOMETRICA,-28.6364,-51.3806,Rio Ituim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86125500,Pch Jararaca Barramento,Caxias Do Sul,ANA telemetria,PLUVIOMETRICA,-28.9381,-51.4656,Rio Prata,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86162000,Pch Serra Dos Cavalinhos Ii Barramento,Monte Alegre Dos Campos,ANA telemetria,PLUVIOMETRICA,-28.7914,-50.7458,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86163000,Pch Serra Dos Cavalinhos Ii Jusante,Monte Alegre Dos Campos,ANA telemetria,PLUVIOMETRICA,-28.7869,-50.7447,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86194900,Pch Cazuza Ferreira Montante,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.0231,-50.7156,Lajeado Grande,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86195000,Pch Cazuza Ferreira Barramento,São Francisco De Paula,ANA telemetria,FLUVIOMETRICA,-29.0206,-50.7314,Lajeado Grande,Não catalogada (ANA),,,,2026-08-24 17:00:00,16.2,28.8,5.85,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=77743 fora da faixa [0, 5000]"
ANA_86195100,Pch Cazuza Ferreira Alça,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.0197,-50.7339,Lajeado Grande,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86200900,Pch Criúva Barramento,Caxias Do Sul,ANA telemetria,PLUVIOMETRICA,-28.9653,-50.7989,Lajeado Grande,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86210900,Pch Palanquinho Barramento,Caxias Do Sul,ANA telemetria,PLUVIOMETRICA,-28.8964,-50.8108,Lajeado Grande,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86220600,Pch Palanquinho Jusante,Campestre Da Serra,ANA telemetria,FLUVIOMETRICA,-28.8294,-51.0092,Rio Das Antas,Não catalogada (ANA),,,182.0,2026-08-24 17:00:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,
ANA_86280500,Pch Rio São Marcos Barramento,São Marcos,ANA telemetria,PLUVIOMETRICA,-29.0367,-51.0956,Arroio São Marcos,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86297965,Pch Rio São Marcos Jusante,São Marcos,ANA telemetria,PLUVIOMETRICA,-28.9442,-51.1758,Arroio São Marcos,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86297995,Flores Da Cunha-Antônio Prado,Flores Da Cunha,ANA telemetria,PLUVIOMETRICA,-28.9422,-51.1897,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86305000,Uhe Castro Alves Barramento,Nova Roma Do Sul,ANA telemetria,FLUVIOMETRICA,-29.0058,-51.3853,Rio Das Antas,Não catalogada (ANA),,,,2026-08-24 16:00:00,0.0,0.0,172.0,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=23990 fora da faixa [0, 5000]"
ANA_86306000,Uhe Castro Alves Alça,Nova Roma Do Sul,ANA telemetria,PLUVIOMETRICA,-29.0133,-51.3675,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86321000,Uhe Castro Alves Tega,Nova Padua,ANA telemetria,PLUVIOMETRICA,-29.0633,-51.3236,Rio Tegas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86329001,Nova Roma/Farroupilha,Nova Roma Do Sul,ANA telemetria,PLUVIOMETRICA,-29.0575,-51.3961,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86342000,Muitos Capões/Lagoa Vermelha,Muitos Capões,ANA telemetria,PLUVIOMETRICA,-28.3233,-51.3367,Rio Santa Rita,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86350000,Pch Chimarrão Rio Santa Rita,Muitos Capões,ANA telemetria,FLUVIOMETRICA,-28.4725,-51.36,Rio Santa Rita,Não catalogada (ANA),,,365.0,2026-08-24 17:00:00,0.0,0.21,12.13,medida,,,,Sem cota de referência publicada,gray,
ANA_86390900,Pch Jardim Montante,André Da Rocha,ANA telemetria,PLUVIOMETRICA,-28.5328,-51.4094,Rio Turvo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86402000,Pch Jardim Barramento,André Da Rocha,ANA telemetria,PLUVIOMETRICA,-28.56,-51.4081,Rio Turvo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86403000,Pch Jardim Jusante,André Da Rocha,ANA telemetria,PLUVIOMETRICA,-28.5692,-51.4064,Rio Turvo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86404100,Pch Chimarrão Jusante,Muitos Capões,ANA telemetria,PLUVIOMETRICA,-28.6017,-51.6686,Rio Turvo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86404200,Pch Chimarrão Barramento,Muitos Capões,ANA telemetria,FLUVIOMETRICA,-28.5981,-51.3992,Rio Turvo,Não catalogada (ANA),,,,2026-08-24 15:00:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,"nivel_cm=51310 fora da faixa [0, 5000]"
ANA_86405000,Pch Santa Carolina Barramento,André Da Rocha,ANA telemetria,PLUVIOMETRICA,-28.6153,-51.4033,Rio Turvo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86406000,Pch Santa Carolina Jusante,André Da Rocha,ANA telemetria,PLUVIOMETRICA,-28.6189,-51.4011,Rio Turvo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86410001,Protásio Alves/Ipê,Protásio Alves,ANA telemetria,FLUVIOMETRICA,-28.7383,-51.4258,Rio Turvo,Não catalogada (ANA),,,,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,"nivel_cm=35593 fora da faixa [0, 5000]"
ANA_86410050,Pch Da Ilha Balsa Do Turvo,Antônio Prado,ANA telemetria,PLUVIOMETRICA,-28.8086,-51.4467,Rio Turvo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86410800,Pch Da Ilha Afluente,Protásio Alves,ANA telemetria,PLUVIOMETRICA,-28.7983,-51.4744,Arroio Primavera,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86430500,Pch Jararaca Pratinha,Protásio Alves,ANA telemetria,PLUVIOMETRICA,-28.8225,-51.4939,Rio Prata,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86430900,Pch Da Ilha Barramento,Veranópolis,ANA telemetria,PLUVIOMETRICA,-28.8925,-51.455,Rio Prata,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86447000,Uhe Monte Claro Balsa Do Prata,Nova Roma Do Sul,ANA telemetria,FLUVIOMETRICA,-28.9714,-51.4611,Rio Prata,Não catalogada (ANA),,,240.0,2026-08-24 17:00:00,0.0,0.0,123.06,medida,,,,Sem cota de referência publicada,gray,
ANA_86448000,Uhe Monte Claro Barramento,Veranópolis,ANA telemetria,PLUVIOMETRICA,-29.0292,-51.5219,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86450000,Uhe Monte Claro Jusante 1 (Alça),Bento Gonçalves,ANA telemetria,PLUVIOMETRICA,-29.075,-51.5239,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86450500,Uhe Monte Claro Jusante 2,Veranópolis,ANA telemetria,PLUVIOMETRICA,-29.0211,-51.5333,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86450600,Cgh Taipinha Barramento,Soledade,ANA telemetria,PLUVIOMETRICA,-28.9364,-51.5058,Arroio Taipinha,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86451000,Uhe 14 De Julho Montante,Veranópolis,ANA telemetria,FLUVIOMETRICA,-29.0156,-51.5428,Rio Das Antas,Não catalogada (ANA),,,,2026-08-24 15:00:00,,,,,,,,Sem cota de referência publicada,gray,"nivel_cm=27126 fora da faixa [0, 5000]"
ANA_86470800,Uhe 14 De Julho Barramento,Cotiporã,ANA telemetria,PLUVIOMETRICA,-29.0658,-51.6744,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86470900,Uhe 14 De Julho Alça,Cotiporã,ANA telemetria,PLUVIOMETRICA,-29.07,-51.6342,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86471000,Uhe 14 De Julho Jusante,Cotiporã,ANA telemetria,PLUVIOMETRICA,-29.0797,-51.6814,Rio Das Antas,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86479000,Pch Caçador Ponte São Domingos,São Domingos Do Sul,ANA telemetria,PLUVIOMETRICA,-28.5792,-51.8686,Rio São Domingos,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86488000,Pch Caçador Montante,Serafina Corrêa,ANA telemetria,PLUVIOMETRICA,-28.6847,-51.8506,Rio Carreiro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86489000,Pch Caçador Barramento,Serafina Corrêa,ANA telemetria,PLUVIOMETRICA,-28.7075,-51.8503,Rio Carreiro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86493000,Pch Boa Fé Barramento,Nova Bassano,ANA telemetria,PLUVIOMETRICA,-28.7464,-51.8536,Rio Carreiro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86495500,Pch São Paulo Barramento,Guaporé,ANA telemetria,FLUVIOMETRICA,-28.775,-51.8447,Rio Carreiro,Não catalogada (ANA),,,,2026-08-24 17:00:00,0.0,0.0,48.11,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=32877 fora da faixa [0, 5000]"
ANA_86497400,Pch Autódromo Barramento,Guaporé,ANA telemetria,PLUVIOMETRICA,-28.8289,-51.8419,Rio Carreiro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86504400,Cgh São Domingos Do Prata Barramento,Vista Alegre Do Prata,ANA telemetria,PLUVIOMETRICA,-28.8092,-51.7364,Arroio Não Sabia,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86504500,Cgh São Domingos Do Prata Jusante,Vista Alegre Do Prata,ANA telemetria,PLUVIOMETRICA,-28.8139,-51.7381,Arroio Não Sabia,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86504900,Pch Autódromo Jusante,Vista Alegre Do Prata,ANA telemetria,FLUVIOMETRICA,-28.8817,-51.7897,Rio Carreiro,Não catalogada (ANA),,,382.0,2026-08-24 17:00:00,0.0,0.0,24.12,medida,,,,Sem cota de referência publicada,gray,
ANA_86505400,Pch Linha Emilia Barramento,Dois Lajeados,ANA telemetria,PLUVIOMETRICA,-28.9411,-51.7739,Rio Carreiro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86505500,Pch Linha Emilia Jusante,Dois Lajeados,ANA telemetria,FLUVIOMETRICA,-28.9414,-51.7694,Rio Carreiro,Não catalogada (ANA),,,115.0,2026-08-24 17:00:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,
ANA_86506000,Pch Cotiporã Barramento,Cotiporã,ANA telemetria,PLUVIOMETRICA,-28.9639,-51.7583,Rio Carreiro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86507000,Pch Cotiporã Jusante,Cotiporã,ANA telemetria,PLUVIOMETRICA,-28.9722,-51.7558,Rio Carreiro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86507220,Cotiporão/Dois Lajeados,Cotiporã,ANA telemetria,PLUVIOMETRICA,-28.9956,-51.7544,Rio Carreiro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86518300,Pch Capigui Reservatório 2,Mato Castelhano,ANA telemetria,PLUVIOMETRICA,-28.3136,-52.23,Rio Capigui,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86518500,Pch Capigui Reservatório 1,Mato Castelhano,ANA telemetria,PLUVIOMETRICA,-28.3358,-52.2261,Rio Capigui,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86519500,Pch Capigui Rio Branco,Mato Castelhano,ANA telemetria,PLUVIOMETRICA,-28.3439,-52.1669,Rio Branco,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86519550,Pch Capigui Rio Sanga Caminho 1,Mato Castelhano,ANA telemetria,PLUVIOMETRICA,-28.3314,-52.1803,Arroio Sem Nome,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86519700,Pch Capigui Reservatório 3,Mato Castelhano,ANA telemetria,PLUVIOMETRICA,-28.3414,-52.1889,Rio Capigui,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86519730,Pch Capigui Rio Sanga Caminho 2,Mato Castelhano,ANA telemetria,PLUVIOMETRICA,-28.3228,-52.1831,Arroio Sem Nome,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86520000,Pch Capigui Barramento De Regularização,Marau,ANA telemetria,PLUVIOMETRICA,-28.3511,-52.2147,Rio Capigui,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86520050,Pch Capigui Montante,Passo Fundo,ANA telemetria,PLUVIOMETRICA,-28.3694,-52.2522,Rio Capigui,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86520090,Pch Capigui Barramento De Captação,Passo Fundo,ANA telemetria,PLUVIOMETRICA,-28.3822,-52.2547,Rio Capigui,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86520100,Pch Capigui Jusante,Marau,ANA telemetria,PLUVIOMETRICA,-28.3825,-52.2586,Rio Capigui,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86529500,Marau,Marau,ANA telemetria,PLUVIOMETRICA,-28.4569,-52.1892,Arroio Marau,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86542000,União Da Serra,União Da Serra,ANA telemetria,PLUVIOMETRICA,-28.7194,-52.0831,Rio Guaporé,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86581000,Muçum/Encantado,Muçum,ANA telemetria,PLUVIOMETRICA,-29.1683,-51.8875,Rio Guaporé,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86700005,Encantado,Encantado,ANA telemetria,PLUVIOMETRICA,-29.1883,-51.9208,Arroio Jacaré,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86733330,Encantado/Roca Sales,Encantado,ANA telemetria,PLUVIOMETRICA,-29.2819,-51.8808,Rio Taquari,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86739850,Imigrante,Imigrante,ANA telemetria,PLUVIOMETRICA,-29.3494,-51.7708,Arroio Da Seca,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86743700,Pch Rastro De Auto Montante,São José Do Herval,ANA telemetria,PLUVIOMETRICA,-29.0419,-52.2222,Rio Forqueta,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86743800,Pch Rastro De Auto Barramento,São José Do Herval,ANA telemetria,PLUVIOMETRICA,-29.0533,-52.2194,Rio Forqueta,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86743900,Pch Salto Forqueta Barramento,Putinga,ANA telemetria,FLUVIOMETRICA,-29.0814,-52.2083,Rio Forqueta,Não catalogada (ANA),,,,2026-08-24 17:00:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,"nivel_cm=21030 fora da faixa [0, 5000]"
ANA_86743950,Pch Salto Forqueta Alça,Putinga,ANA telemetria,PLUVIOMETRICA,-29.0833,-52.2106,Rio Forqueta,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86744110,Pch Salto Forqueta Jusante,Putinga,ANA telemetria,PLUVIOMETRICA,-29.0947,-52.2122,Rio Forqueta,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86744650,Pch Vale Do Leite Jusante,Pouso Novo,ANA telemetria,PLUVIOMETRICA,-29.1867,-52.1756,Rio Forqueta,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86744900,Travesseiro/Pouso Novo,Travesseiro,ANA telemetria,PLUVIOMETRICA,-29.2144,-52.1594,Rio Forqueta,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86746680,Canudos Do Vale,Canudos Do Vale,ANA telemetria,PLUVIOMETRICA,-29.3225,-52.2353,Arroio Forquetinha,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86748001,Cgh Soledade Barramento,Fontoura Xavier,ANA telemetria,PLUVIOMETRICA,-28.9378,-52.4856,Rio Fão,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86855000,Teutônia,Teutônia,ANA telemetria,PLUVIOMETRICA,-29.4603,-51.7683,Arroio Boa Vista,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86878700,Arroio Do Meio/Lajeado,Arroio Do Meio,ANA telemetria,PLUVIOMETRICA,-29.4214,-51.9661,Rio Forqueta,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86879300,Estrela,Lajeado,ANA telemetria,PLUVIOMETRICA,-29.4717,-51.965,Rio Taquari,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_86888400,Santa Cruz Do Sul-Venâncio Aires,Venancio Aires,ANA telemetria,FLUVIOMETRICA,-29.5656,-52.3247,Arroio Castelhano,Não catalogada (ANA),,,4913.0,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,
ANA_87036800,Charqueadas,Charqueadas,ANA telemetria,PLUVIOMETRICA,-29.9478,-51.6172,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87047010,Uhe Bugres Blang Montante 2,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3636,-50.5219,Rio Santa Cruz,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87065000,Uhe Bugres Divisa Montante 1,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.2794,-50.5542,Arroio Da Divisa,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87068000,Uhe Bugres Divisa Montante 2,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3,-50.5211,Arroio Do Junco,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87070000,Uhe Bugres Barramento Divisa,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.2994,-50.5697,Arroio Da Divisa,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87070500,Uhe Bugres Divisa Jusante,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3069,-50.5742,Arroio Do Junco,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87072000,Uhe Bugres Blang Montante 1,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3603,-50.5258,Rio Santa Cruz,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87075000,Uhe Bugres Barramento Blang,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3267,-50.6178,Rio Caí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87075200,Uhe Bugres Blang Jusante 1,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3217,-50.6167,Rio Caí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87076000,Uhe Bugres Blang Jusante 2,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3253,-50.6336,Rio Caí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87078000,Uhe Bugres Blang Rio Do Pinto,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3847,-50.5339,Rio Do Pinto,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87100000,Uhe Bugres Barramento Salto,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3153,-50.6806,Rio Caí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87100200,Uhe Bugres Salto Jusante,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3114,-50.6803,Rio Caí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87107000,Cgh Toca Montante,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.3044,-50.7264,Rio Santa Cruz,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87109801,Pch Passo Do Inferno Montante,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.275,-50.7389,Rio Caí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87109900,Cgh Toca Reservatório,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.2919,-50.7397,Rio Santa Cruz,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_87110000,Cgh Toca Barramento,São Francisco De Paula,ANA telemetria,FLUVIOMETRICA,-29.2892,-50.7408,Rio Santa Cruz,Não catalogada (ANA),,,,2026-08-24 16:00:00,3.0,4.4,0.0,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=67485 fora da faixa [0, 5000]"
ANA_87110050,Cgh Toca Jusante,São Francisco De Paula,ANA telemetria,PLUVIOMETRICA,-29.2853,-50.74,Rio Santa Cruz,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
