id,nome,municipio,fonte,tipo,lat,lon,rio,bacia,bacia_oficial,area_drenagem_km2,nivel_cm,medido_em,chuva_24h,chuva_72h,vazao_m3s,origem_vazao,cota_atencao_cm,cota_alerta_cm,cota_inundacao_cm,situacao,cor,observacao
ANA_75290000,Pch Ijuizinho Cermissões Montante,Entre-Ijuis,ANA telemetria,PLUVIOMETRICA,-28.4122,-54.3025,Rio Ijuizinho,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75291000,Pch Ijuizinho Cermissões Barramento,Entre-Ijuis,ANA telemetria,PLUVIOMETRICA,-28.4006,-54.3125,Rio Ijuizinho,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75305000,Uhe São José Montante,Cerro Largo,ANA telemetria,PLUVIOMETRICA,-28.1997,-54.6431,Rio Ijuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75307000,Uhe São José Arroio Uruqua,Caibaté,ANA telemetria,PLUVIOMETRICA,-28.2925,-54.6967,Arroio Uruqua,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75318000,Uhe São José Riacho Fundo,Rolador,ANA telemetria,FLUVIOMETRICA,-28.2275,-54.7547,Riacho Fundo,Não catalogada (ANA),,,95.0,2026-08-24 17:30:00,0.0,0.4,2.51,medida,,,,Sem cota de referência publicada,gray,
ANA_75325000,Uhe São José Barramento,Salvador Das Missões,ANA telemetria,PLUVIOMETRICA,-28.1778,-54.8144,Rio Ijuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75326000,Uhe São José Jusante,Salvador Das Missões,ANA telemetria,PLUVIOMETRICA,-28.1744,-54.8192,Rio Ijuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75331000,Uhe Passo São João James,Rolador,ANA telemetria,PLUVIOMETRICA,-28.2069,-54.8697,Arroio Rolador,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75342000,Uhe Passo São João Barramento,Roque Gonzales,ANA telemetria,PLUVIOMETRICA,-28.1325,-55.0517,Rio Ijuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75343000,Uhe Passo São João Sítio Valdir Coimbra,Quinze De Novembro,ANA telemetria,FLUVIOMETRICA,-28.1589,-55.0625,Lajeado Das Pedras,Não catalogada (ANA),,,18.13,2026-08-24 17:00:00,0.0,0.2,0.42,medida,,,,Sem cota de referência publicada,gray,
ANA_75344000,Uhe Passo São João Jusante,Roque Gonzales,ANA telemetria,PLUVIOMETRICA,-28.1239,-55.0533,Rio Ijuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75450200,Bossoroca,Bossoroca,ANA telemetria,PLUVIOMETRICA,-28.53,-54.9631,Rio Piratini,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75500001,Passo Do Sarmento,Santo Antônio Das Missões,ANA telemetria,PLUVIOMETRICA,-28.2119,-55.3197,Rio Piratini,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75650010,Prop. Rural Itacurubi (Cprm),Itacurubi,ANA telemetria,PLUVIOMETRICA,-28.7425,-55.1625,Rio Icamaquã,Não catalogada (ANA),,,,2026-08-24 17:45:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,
ANA_75706000,Santo Antônio Das Missões/São Borja,Santo Antônio Das Missões,ANA telemetria,PLUVIOMETRICA,-28.6178,-55.7381,Rio Icamaquã,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75779900,São Borja,São Borja,ANA telemetria,PLUVIOMETRICA,-28.6231,-56.0297,Rio Uruguai,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75780000,Passo São Borja,São Borja,ANA telemetria,PLUVIOMETRICA,-28.6244,-56.0369,Rio Uruguai,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75831000,Passo Butuí Br 472 S. Borja,São Borja,ANA telemetria,PLUVIOMETRICA,-28.8531,-56.0861,Rio Butuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75881800,Pch Rincão Barramento,Entre-Ijuis,ANA telemetria,PLUVIOMETRICA,-28.4208,-54.2978,Rio Ijuizinho,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75881900,Pch Rincão Jusante,Entre-Ijuis,ANA telemetria,PLUVIOMETRICA,-28.4228,-54.3006,Rio Ijuizinho,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_75900000,Itaqui,Itaqui,ANA telemetria,PLUVIOMETRICA,-29.1175,-56.5544,Rio Uruguai,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76069500,Pch Quebra Dentes Montante 1,Quevedos,ANA telemetria,FLUVIOMETRICA,-29.2661,-53.9483,Rio Toropi,Não catalogada (ANA),,,164.0,2026-08-24 17:00:00,0.0,0.0,10.23,medida,,,,Sem cota de referência publicada,gray,
ANA_76069900,Pch Quebra Dentes Barramento,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.3642,-54.0117,Rio Toropi,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76070500,Pch Quebra Dentes Jusante,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.3897,-54.0189,Rio Toropi,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76084000,Pch Cachoeira Cinco Veados Barramento,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.4192,-54.05,Rio Toropi,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76084040,Pch Cachoeira Cinco Veados Jusante,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.4208,-54.0528,Rio Toropi,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76086000,Pch Rincão São Miguel Barramento,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.4492,-54.0922,Rio Toropi,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76086500,Pch Rincão São Miguel Jusante,Quevedos,ANA telemetria,FLUVIOMETRICA,-29.4558,-54.0933,Rio Toropi,Não catalogada (ANA),,,237.0,2026-08-24 16:00:00,0.2,0.2,110.41,medida,,,,Sem cota de referência publicada,gray,
ANA_76090000,Toropi/São Pedro Do Sul,Toropi,ANA telemetria,PLUVIOMETRICA,-29.4914,-54.2258,Rio Toropi,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76112000,Pch Salto Do Guassupi Arroio Socavão,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.4578,-54.1278,Arroio Socavão,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76115400,Pch Salto Do Guassupi Montante,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.4017,-53.9408,Arroio Guassupi,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76115600,Pch Salto Do Guassupi Barramento,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.4092,-53.9975,Arroio Guassupi,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76115800,Pch Salto Do Guassupi Rio Toropi Mirim,Quevedos,ANA telemetria,PLUVIOMETRICA,-29.4611,-54.1942,Rio Toropi-Mirim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76118000,Mata,Mata,ANA telemetria,PLUVIOMETRICA,-29.5642,-54.4525,Arroio Sertão Da Mata,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76220900,Passo Da Ferraria,Dom Pedrito,ANA telemetria,PLUVIOMETRICA,-31.1417,-54.3806,Rio Santa Maria,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76248000,Ponte Ponche Verde,Dom Pedrito,ANA telemetria,PLUVIOMETRICA,-31.1475,-54.7594,Arroio Ponche Verde,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76250501,Dom Pedrito,Dom Pedrito,ANA telemetria,PLUVIOMETRICA,-30.9747,-54.6886,Rio Santa Maria,Não catalogada (ANA),,,,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,
ANA_76290000,Passo Dos Farrapos,Rosário Do Sul,ANA telemetria,PLUVIOMETRICA,-30.5183,-55.0431,Rio Ibicuí Da Armada,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76395010,São Pedro Do Sul/Santa Maria,Santa Maria,ANA telemetria,PLUVIOMETRICA,-29.665,-54.1064,Rio Ibicuí-Mirim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76430900,Pch Furnas Do Segredo Barramento,Jaguari,ANA telemetria,PLUVIOMETRICA,-29.3656,-54.5044,Rio Jaguari,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76431000,Pch Furnas Do Segredo Jusante,Jaguari,ANA telemetria,PLUVIOMETRICA,-29.3803,-54.5103,Rio Jaguari,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76440010,Jaguari,Jaguari,ANA telemetria,FLUVIOMETRICA,-29.4992,-54.6886,Rio Jaguari,Não catalogada (ANA),,,,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,"nivel_cm=9063 fora da faixa [0, 5000]"
ANA_76519000,São Francisco De Assis,São Francisco De Assis,ANA telemetria,PLUVIOMETRICA,-29.5472,-55.1364,Arroio Inhancunda,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_76748978,Alegrete,Alegrete,ANA telemetria,PLUVIOMETRICA,-29.8053,-55.7831,Rio Ibirapuitã,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_77499010,Quaraí,Quaraí,ANA telemetria,PLUVIOMETRICA,-30.3925,-56.4558,Rio Quaraí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_79099870,Bagé,Bagé,ANA telemetria,FLUVIOMETRICA,-31.3294,-54.0939,Arroio Bagé,Não catalogada (ANA),,,,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,"nivel_cm=18881 fora da faixa [0, 5000]"
ANA_79400000,Estância Do Espantoso,Bagé,ANA telemetria,PLUVIOMETRICA,-31.5339,-54.2944,Rio Negro,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_84420000,Rio Do Forno,Torres,ANA telemetria,PLUVIOMETRICA,-29.2933,-49.8231,Rio Do Forno,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_84991100,Morrinhos Do Sul,Morrinhos Do Sul,ANA telemetria,FLUVIOMETRICA,-29.3667,-49.9375,Rio Dos Negros,Não catalogada (ANA),,,2177.0,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,
ANA_84991510,Torres,Torres,ANA telemetria,PLUVIOMETRICA,-29.2992,-49.7531,Rio Mampituba,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85029000,Pch Ernestina Montante,Marau,ANA telemetria,FLUVIOMETRICA,-28.4056,-52.4408,Rio Jacuí,Não catalogada (ANA),,,269.0,2026-08-24 16:00:00,0.2,0.6,4.73,medida,,,,Sem cota de referência publicada,gray,
ANA_85029500,Pch Ernestina Arroio Conceição,Passo Fundo,ANA telemetria,PLUVIOMETRICA,-28.3861,-52.5103,Arroio Sem Nome,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85040000,Pch Ernestina Arroio Três Passos,Nicolau Vergueiro,ANA telemetria,PLUVIOMETRICA,-28.4733,-52.4047,Arroio Três Passos,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85050001,Pch Ernestina Barramento,Tio Hugo,ANA telemetria,FLUVIOMETRICA,-28.5556,-52.545,Rio Jacuí,Não catalogada (ANA),,,,2026-08-24 16:00:00,,,53.9,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=48974 fora da faixa [0, 5000]"
ANA_85050070,Pch Ernestina Jusante 1,Tio Hugo,ANA telemetria,PLUVIOMETRICA,-28.5642,-52.5478,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85050100,Pch Ernestina Jusante 2,Tio Hugo,ANA telemetria,PLUVIOMETRICA,-28.5628,-52.5536,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85050200,Pch Tio Hugo Barramento,Tio Hugo,ANA telemetria,FLUVIOMETRICA,-28.5903,-52.5822,Rio Jacuí,Não catalogada (ANA),,,78.0,2026-08-24 16:00:00,,,,,,,,Sem cota de referência publicada,gray,
ANA_85050300,Pch Tio Hugo Jusante,Tio Hugo,ANA telemetria,PLUVIOMETRICA,-28.5992,-52.5975,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85050350,Pch Santo Antônio Do Jacuí Montante,Victor Graeff,ANA telemetria,PLUVIOMETRICA,-28.6303,-52.6831,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85051000,Pch Santo Antonio Do Jacuí Barramento,Mormaço,ANA telemetria,FLUVIOMETRICA,-28.6567,-52.7044,Rio Jacuí,Não catalogada (ANA),,,,2026-08-24 17:00:00,0.0,0.4,,,,,,Sem cota de referência publicada,gray,"nivel_cm=38844.2 fora da faixa [0, 5000]"
ANA_85074000,Pch Cotovelo Do Jacuí Barramento,Victor Graeff,ANA telemetria,PLUVIOMETRICA,-28.6717,-52.7267,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85076000,Pch Cotovelo Do Jacuí Jusante,Victor Graeff,ANA telemetria,FLUVIOMETRICA,-28.6728,-52.7311,Rio Jacuí,Não catalogada (ANA),,,220.63,2026-08-24 17:00:00,0.0,0.0,55.48,medida,,,,Sem cota de referência publicada,gray,
ANA_85080001,Uhe Passo Real Montante 2,Espumoso,ANA telemetria,PLUVIOMETRICA,-28.7197,-52.8492,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85110000,Cgh Colorado Jusante,Tapera,ANA telemetria,FLUVIOMETRICA,-28.6428,-52.9269,Rio Colorado,Não catalogada (ANA),,,141.75,2026-08-24 17:17:00,0.0,0.0,23.3,medida,,,,Sem cota de referência publicada,gray,
ANA_85130000,Cgh Rp 1 Barramento,Soledade,ANA telemetria,PLUVIOMETRICA,-28.84,-52.7019,Arroio Butiá,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85130400,Cgh Rp 1 Jusante,Soledade,ANA telemetria,PLUVIOMETRICA,-28.8406,-52.7067,Arroio Butiá,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85140000,Uhe Passo Real Montante 1,Alto Alegre,ANA telemetria,PLUVIOMETRICA,-28.7492,-52.9794,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85159900,Ibirubá,Ibiruba,ANA telemetria,PLUVIOMETRICA,-28.6208,-53.0894,Arroio Pulador,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85170100,Cgh Mirim Barramento,Carazinho,ANA telemetria,PLUVIOMETRICA,-28.2622,-53.1217,Rio Jacuí-Mirim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85180000,Uhe Passo Real Rio Jacuí-Mirim 2,Ibiruba,ANA telemetria,PLUVIOMETRICA,-28.5461,-53.165,Rio Jacuí-Mirim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85189400,Uhe Passo Real Rio Jacuí-Mirim 1,Ibiruba,ANA telemetria,PLUVIOMETRICA,-28.6461,-53.18,Rio Jacuí-Mirim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85219300,Uhe Passo Real Reservatório 11,Quinze De Novembro,ANA telemetria,PLUVIOMETRICA,-28.7939,-53.1453,Rio Jacuí-Mirim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85233700,Uhe Passo Real Reservatório 10,Alto Alegre,ANA telemetria,PLUVIOMETRICA,-28.8231,-53.0581,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85233800,Uhe Passo Real Reservatório 9,Campos Borges,ANA telemetria,PLUVIOMETRICA,-28.8447,-53.0706,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85234250,Uhe Passo Real Reservatório 8,Campos Borges,ANA telemetria,PLUVIOMETRICA,-28.8703,-53.1761,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85234300,Uhe Passo Real Reservatório 7,Campos Borges,ANA telemetria,PLUVIOMETRICA,-28.8803,-53.1247,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85234750,Uhe Passo Real Reservatório 6,Fortaleza Dos Valos,ANA telemetria,PLUVIOMETRICA,-28.9089,-53.1828,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85235000,Uhe Passo Real Reservatório 5,Salto Do Jacuí,ANA telemetria,PLUVIOMETRICA,-28.9197,-53.1336,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85235250,Uhe Passo Real Reservatório 4,Fortaleza Dos Valos,ANA telemetria,PLUVIOMETRICA,-28.9536,-53.1689,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85240000,Uhe Passo Real Rio Ingaí 2,Boa Vista Do Incra,ANA telemetria,PLUVIOMETRICA,-28.8361,-53.3006,Rio Ingaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85259650,Uhe Passo Real Rio Ingaí 1,Fortaleza Dos Valos,ANA telemetria,PLUVIOMETRICA,-28.915,-53.2614,Rio Ingaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85259950,Uhe Passo Real Reservatório 2,Salto Do Jacuí,ANA telemetria,PLUVIOMETRICA,-28.9906,-53.2114,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85260001,Uhe Passo Real Barramento,Salto Do Jacuí,ANA telemetria,FLUVIOMETRICA,-29.0164,-53.1886,Rio Jacuí,Não catalogada (ANA),,,,2026-08-24 16:00:00,0.0,0.4,246.72,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=32096 fora da faixa [0, 5000]"
ANA_85260110,Uhe Passo Real Jusante,Salto Do Jacuí,ANA telemetria,PLUVIOMETRICA,-29.0183,-53.1925,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85279600,Uhe Passo Real Reservatório 3,Jacuizinho,ANA telemetria,PLUVIOMETRICA,-28.9889,-53.1233,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85279900,Uhe Passo Real Reservatório 1,Fortaleza Dos Valos,ANA telemetria,PLUVIOMETRICA,-29.0314,-53.1597,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85290000,Uhe Jacuí Arroio Lajeado Pelado,Salto Do Jacuí,ANA telemetria,PLUVIOMETRICA,-29.0508,-53.2653,Arroio Lajeado Pelado,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85300000,Uhe Jacuí Barramento,Salto Do Jacuí,ANA telemetria,FLUVIOMETRICA,-29.0733,-53.21,Rio Jacuí,Não catalogada (ANA),,,,2026-08-24 16:00:00,0.0,0.0,245.76,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=27428 fora da faixa [0, 5000]"
ANA_85300650,Uhe Jacuí Alça,Salto Do Jacuí,ANA telemetria,PLUVIOMETRICA,-29.0606,-53.2436,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85300700,Uhe Jacuí Jusante,Salto Do Jacuí,ANA telemetria,PLUVIOMETRICA,-29.0794,-53.2261,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85306000,Pch Ernesto Jorge Dreher Ponte Br158,Tupancireta,ANA telemetria,PLUVIOMETRICA,-28.935,-53.6433,Rio Ivaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85309000,Pch Ernesto Jorge Dreher Ponte Rincão Do Ivai,Júlio De Castilhos,ANA telemetria,PLUVIOMETRICA,-29.0333,-53.5094,Rio Ivaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85310000,Pch Ernesto Jorge Dreher Montante 1,Salto Do Jacuí,ANA telemetria,FLUVIOMETRICA,-29.1194,-53.4058,Rio Ivaí,Não catalogada (ANA),,,90.0,2026-08-24 17:00:00,0.0,0.0,46.44,medida,,,,Sem cota de referência publicada,gray,
ANA_85311000,Pch Ernesto Jorge Dreher Barramento,Salto Do Jacuí,ANA telemetria,PLUVIOMETRICA,-29.1203,-53.3661,Rio Ivaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85349000,Pch Engenheiro Henrique Kotzian Barramento,Júlio De Castilhos,ANA telemetria,PLUVIOMETRICA,-29.1294,-53.3194,Rio Ivaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85365000,Uhe Itaúba Barramento,Pinhal Grande,ANA telemetria,PLUVIOMETRICA,-29.2597,-53.2353,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85365500,Uhe Itaúba Arroio Povinho,Nicolau Vergueiro,ANA telemetria,PLUVIOMETRICA,-28.555,-52.4936,Arroio Povinho,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85380500,Uhe Dona Francisca Rio Jacuizinho,Arroio Do Tigre,ANA telemetria,FLUVIOMETRICA,-29.2311,-53.1175,Rio Jacuizinho,Não catalogada (ANA),,,,2026-08-24 17:15:00,1.8,1.8,31.8,medida,,,,Sem cota de referência publicada,gray,"nivel_cm=15406 fora da faixa [0, 5000]"
ANA_85382000,Uhe Dona Francisca Arroio Carijinho,Sobradinho,ANA telemetria,PLUVIOMETRICA,-29.3853,-53.0483,Arroio Carijinho,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85395100,Uhe Dona Francisca Barramento,Nova Palma,ANA telemetria,PLUVIOMETRICA,-29.4475,-53.2844,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85395300,Uhe Dona Francisca Jusante,Nova Palma,ANA telemetria,PLUVIOMETRICA,-29.4719,-53.2814,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85400020,Dona Francisca,Dona Francisca,ANA telemetria,FLUVIOMETRICA,-29.6311,-53.3586,Rio Jacuí,Não catalogada (ANA),,,3413.0,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,
ANA_85418000,Nova Palma,Nova Palma,ANA telemetria,PLUVIOMETRICA,-29.4761,-53.4794,Rio Soturno,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85436000,Santa Maria - Arroio Cadena,Santa Maria,ANA telemetria,PLUVIOMETRICA,-29.7,-53.8356,Arroio Cadena,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85438001,Restinga Seca,Restinga Seca,ANA telemetria,PLUVIOMETRICA,-29.8011,-53.3689,Rio Vacacaí-Mirim,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85470200,São Gabriel,São Gabriel,ANA telemetria,PLUVIOMETRICA,-30.3414,-54.3058,Rio Vacacaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85480010,Passo Do Rocha,São Gabriel,ANA telemetria,PLUVIOMETRICA,-30.2319,-53.9856,Rio Vacacaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85500010,Cgh Colorado Arroio Bonito,Lagoa Dos Tres Cantos,ANA telemetria,FLUVIOMETRICA,-28.5272,-52.8878,Arroio Bonito,Não catalogada (ANA),,,31.0,2026-08-24 14:00:00,0.0,0.0,4.39,medida,,,,Sem cota de referência publicada,gray,
ANA_85500100,Cgh Colorado Montante,Lagoa Dos Tres Cantos,ANA telemetria,PLUVIOMETRICA,-28.5794,-52.92,Rio Colorado,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85500990,Cgh Colorado Barramento,Tapera,ANA telemetria,PLUVIOMETRICA,-28.6294,-52.9356,Rio Colorado,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85600003,Formigueiro/Restinga Seca,Formigueiro,ANA telemetria,PLUVIOMETRICA,-29.9258,-53.4164,Rio Vacacaí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85643990,Cachoeira Do Sul,Cachoeira Do Sul,ANA telemetria,FLUVIOMETRICA,-30.0636,-52.8983,Rio Jacuí,Não catalogada (ANA),,,2224.0,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,
ANA_85653000,Cerro Branco/Candelária,Candelária,ANA telemetria,PLUVIOMETRICA,-29.6694,-52.9317,Rio Botucaraí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85659960,Encruzinhada Do Sul,Encruzilhada Do Sul,ANA telemetria,PLUVIOMETRICA,-30.49,-52.5881,Arroio Canhão,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85729000,Lagoão,Gramado Xavier,ANA telemetria,PLUVIOMETRICA,-29.265,-52.685,Rio Pardo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85739807,Candelária,Candelária,ANA telemetria,PLUVIOMETRICA,-29.6736,-52.7703,Rio Pardo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85810000,Sinimbu,Sinimbu,ANA telemetria,FLUVIOMETRICA,-29.5336,-52.5197,Rio Pardinho,Não catalogada (ANA),,,,2026-08-24 17:50:00,0.0,0.0,,,,,,Sem cota de referência publicada,gray,"nivel_cm=5656 fora da faixa [0, 5000]"
ANA_85820000,Santa Cruz Do Sul,Santa Cruz Do Sul,ANA telemetria,PLUVIOMETRICA,-29.6461,-52.4628,Rio Pardinho,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85889010,Rio Pardo,Rio Pardo,ANA telemetria,PLUVIOMETRICA,-29.9761,-52.3808,Rio Pardo,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85899800,Rio Pardo - Rio Jacuí,Rio Pardo,ANA telemetria,PLUVIOMETRICA,-29.9933,-52.3814,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
ANA_85930001,São Jerônimo,São Jerônimo,ANA telemetria,PLUVIOMETRICA,-29.955,-51.7631,Rio Jacuí,Não catalogada (ANA),,,,,,,,,,,,Sem transmissão recente,gray,
